PG.ProteinGroups,cancer/control|signal_log2_ratio,cancer/control|raw_p_value,cancer/control|adjusted_p_value
O43157,0.18089025153699445,0.39001805007074375,0.8036096727010459
O43169,-0.7375756264489255,8.927187372709927e-6,1.0340247694412356e-4
O43175,0.07349105827864869,0.9407307270779995,1
O43181,0.011420448616737031,0.9956256603215926,1
O43182,-0.341993957662573,3.322897021737091e-4,0.0027054188761443925
O43237,0.23958377319752186,0.160952355928745,0.4399434344258329
O43242,-0.0987952696751993,0.9116321671512768,1
O43264,-0.08829040684418929,0.8627728047568073,1
O43294,-0.49629105480151114,4.5873167413638344e-5,4.5151688020043565e-4
O43304,0.1104501564136288,0.8907702484767335,1
O43306,-0.3033625247796564,0.009722438818350864,0.04847346725962566
O43312,-0.2237847508535945,0.1714711569364163,0.4608836929707651
O43314,-0.1745218487775009,0.6322132905874942,1
O43318,-0.2095409181800448,0.30842959417076843,0.6857080001898368
O43324,0.04964748675548691,0.9455883165225234,1
O43390,0.4200204698875789,0.0024841835693868155,0.015454275528841125
O43396,-0.043214184585106154,0.9998446713578073,1
O43399,-0.3606487661133699,0.0036919075132645545,0.02138144779436226
O43402,0.14888143093762954,0.6935708325515636,1
O43427,0.19922266955093695,0.38920537509677083,0.802329467935477
O43432,-0.1216927300423228,0.806176993899683,1
O43451,0.39900424426577086,0.03946507220949318,0.15002452200762
O43488,-0.09006442589067754,0.9350522742985267,1
O43491,0.3876102659198145,0.004139535707062008,0.023392281967265494
O43493,0.03748022404970067,0.9955793733151603,1
O43504,0.2251351523713623,0.30036686255320444,0.6742174810950676
O43516,-0.23032289093810818,0.4093291165026885,0.8311462399495269
O43561,-0.025567096918531117,0.9862065662270103,1
O43583,-0.1354981694939498,0.7901528431087396,1
O43615,0.0016097300764777766,0.9999999994675071,1
O43617,0.1362253374497182,0.6640477104620699,1
O43633,-0.6159236251800593,8.28769486011492e-4,0.006001779714760252
O43639,-0.23595876365857787,0.2987403268604668,0.6727162841598723
O43665,-0.37552661608111665,0.008203522093943186,0.04225720901708081
O43674,-0.5955523326196431,0.0034905234534296442,0.02040983774872385
O43676,-0.42046914305759986,0.03363315322998383,0.13233722857015656
O43678,-0.012524171047062993,0.992389150886051,1
O43681,-0.11073057097120673,0.8745136882877436,1
O43707,-0.837745453829118,5.532801919918868e-29,9.666266020924923e-27
O43719,0.17875843919303835,0.537910207676752,0.9810865830924613
O43741,0.10069078939569871,0.8809644697051691,1
O43747,-0.21062563069160653,0.1399689514915581,0.39770951528223175
O43760,-0.10144180089826252,0.792738557431341,1
O43765,0.3173456027938246,0.2647700791980619,0.6216018712639829
O43768,-0.333376856207338,0.10287983410436662,0.3173708092552525
O43772,-0.1451758540422517,0.8220255533030669,1
O43776,-0.17348295719820125,0.8880488185778925,1
O43813,0.08889607553413988,0.9302327349631518,1
O43815,-0.10673751181681257,0.8654360630567943,1
O43837,-0.18262975246214436,0.4883861629726754,0.9305624946104004
O43847,0.18641673976514336,0.27977903207089405,0.6438603081631497
O43852,0.20537522239976305,0.15387187372578703,0.42664614305641246
O43865,-0.26642557433337366,0.10962718221119447,0.3322598015818073
O43866,0.32014736091369356,0.061927676206130156,0.21162408014042686
O43897,0.4370026475367335,0.014991466171123506,0.06877505631625153
O43920,0.05217813239497355,0.9094829323257309,1
O60229,-0.4252220746021477,1.7314082435057534e-4,0.0014876628616843491
O60234,-0.2924998547010553,0.16007615664699257,0.4386923691639476
O60240,-0.3705988515560905,0.0711729290277849,0.23647233867947867
O60256,-0.12326079491320413,0.7121149789526818,1
O60262,-0.38343881876417096,0.22426320884825224,0.5547702859591278
O60268,-0.0830086660359124,0.9988597366242239,1
O60271,-0.25071548787186354,0.06983405140054938,0.23333627146602254
O60279,-0.10068641687838341,0.876040041290001,1
O60313,-0.06724196876486714,0.9988532358837809,1
O60331,-0.08091230958470234,0.9619952768644684,1
O60437,0.5767181357416866,0.039879229864170154,0.15111162759564523
O60462,0.2749407955337977,0.013493265531590724,0.06314426604236596
O60476,0.36701675261320227,0.005062018663516087,0.027964485185932746
O60488,-0.3711433522667366,3.532889514314289e-5,3.59456791105299e-4
O60493,4.983683900338133e-4,0.9999991750325263,1
O60496,-0.44838529022700907,0.0022902670489893103,0.014419053658276544
O60502,-0.004674881600082192,0.9999998844139582,1
O60506,-0.022423112777506454,0.9999999179287329,1
O60524,0.05070956532831489,0.9847567355274456,1
O60547,-0.04061514878346561,0.9449483985381923,1
O60568,0.2582269895113645,0.23752217346254684,0.5743543675481309
O60573,0.12695468911524882,0.5878904692080847,1
O60610,-0.4407549864228572,4.598223103118343e-11,1.320571881601042e-9
O60613,0.012972824678771616,0.9925741410457729,1
O60645,-0.099925357988804,0.7783326483303057,1
O60664,0.15104256920093778,0.5224347811623498,0.9641589073123823
O60667,0.014068179048934301,0.9814467404015856,1
O60669,0.03596994969041659,0.9853007422562698,1
O60674,-0.05964236059245365,0.9995745927158581,1
O60678,0.21060947224088838,0.5461689384593669,0.9892381680173328
O60684,-0.05736500503767598,0.9987353052667687,1
O60687,0.5417954945102866,2.795514073872771e-4,0.002307399707037112
O60701,0.18140608702520705,0.47549481576751074,0.9196262742219431
O60704,0.041983361497867216,0.9924728946653835,1
O60716,0.11100870257626483,0.8810539459377282,1
O60739,0.09149513398805655,0.8583135108068006,1
O60749,-0.2018464623016868,0.21299680910707341,0.5335099286654473
O60762,-0.0012300323472391288,0.9999998982558298,1
O60763,0.05239042335422742,0.9999976165637953,1
O60784,-0.08027562681273757,0.8749131390597742,1
O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879,1.662244219175452,1.0306360482622695e-12,3.893204459787114e-11
O60826,0.13285051098620548,0.809531533622747,1
O60831,0.12347482976375507,0.9971053869864072,1
O60841,0.1305884249021804,0.7779077068226036,1
O60844,0.08770816394024555,0.8905163071195571,1
O60869,0.18472544698814003,0.5609320047336939,1
O60884,-0.16984593745621288,0.39251446063406686,0.8056964263582125
O60888,-0.12086474421773413,0.9532405624494612,1
O60890,-0.03621857587269714,0.9999805021360912,1
O60925,-0.5117246118330321,0.06414765247768946,0.21734665400881722
O60927,0.6050271399613176,0.11517519791163817,0.3447035009589571
O60936,0.7227143756860015,9.653378832909255e-7,1.3271022113570002e-5
O75044,0.49386594113751553,0.4821694232196665,0.9248565377676402
O75069,-0.12860194039464498,0.7508509661126765,1
O75071,0.49627127821432404,0.0276765042103381,0.11244920751351516
O75083,-0.658687592931993,7.195694620697853e-14,3.175952373114326e-12
O75095,0.5720674345873422,1.6034287154830976e-5,1.7508272406303722e-4
O75116,-0.4701136915896338,2.330861435593307e-15,1.2065804937583624e-13
O75122,-0.20715817970024197,0.6562786009377284,1
O75131,-0.20748056554952604,0.2717733589136101,0.6323782985154092
O75154,-0.3310919523094846,0.4271894680739625,0.8533613337942472
O75157,0.18005706775766767,0.9395063890849358,1
O75165,0.002558562573285171,1,1
O75167,0.2353104256095911,0.38612481176756425,0.7983339919829373
O75170,0.22129873297124977,0.18184347835527048,0.47743876314567885
O75190,-0.08446745388120416,0.8700262296651942,1
O75251,0.0657031036090587,0.8545683478558391,1
O75298,-0.5385338103771118,0.0025639635943282193,0.0157634887844842
O75306,0.03320354212932963,0.9996489746341346,1
O75309,0.2793673547270215,0.07748886692959922,0.2520642506096272
O75323,0.22808012632226396,0.17713451592820748,0.46904901071038624
O75324,-0.43468899289482354,0.017061015647590327,0.07650998781855213
O75339,-0.2033044449295208,0.24069005196393575,0.5800076941866567
O75340,0.8340214800533905,3.577322061490341e-12,1.2604799499015966e-10
O75347,-0.06299626746551486,0.957381377429092,1
O75348,0.031501354976857986,0.9721707743171507,1
O75351,-0.3394386531383925,0.02125415363935116,0.09112338058261699
O75352,-0.004898630948264312,0.999750275505465,1
O75356,0.15268465430788108,0.7948261663590949,1
O75365,-0.10517444762794216,0.7859868937770833,1
O75367,1.0920272200873993,4.286561430975999e-10,1.0212245500046798e-8
O75368,-0.3433623423287306,0.08257660190724815,0.2662442908873706
O75380,-0.008976228125299891,0.990744004538491,1
O75381,-0.11945678799910525,0.7592057635294083,1
O75390,-0.4252200425074555,0.003783278998513454,0.021820204732829314
O75396,-0.5384453678222494,0.001586757535155361,0.010417447467145206
O75410,0.17754105645369264,0.34112104214625716,0.7293832380006406
O75427,-0.07870841301855439,0.8985855524891391,1
O75431,-0.01446632190703404,0.9933427994654103,1
O75439,-0.16369663447346144,0.4979146700521597,0.9383173984398678
O75477,-0.29609785058453,0.133517430642578,0.3858294877217985
O75487,0.4210225759372894,2.647927529868903e-4,0.002194221370106781
O75489,0.20169150388315515,0.3492311559483315,0.7425589436568732
O75521,-0.019322047355580168,0.9983926453526404,1
O75531,0.4646130120152183,0.050559011508215124,0.18150165689550174
O75558,-0.8763154588531046,1.4339363593691643e-11,4.420952319731549e-10
O75563,-0.30408775907608077,0.027116531919698678,0.11092645691638689
O75569,0.13703136522204123,0.6469363052371039,1
O75581,0.17320679100673902,0.5062465965403506,0.9465807815328796
O75592,0.0545133504385706,0.999998283804628,1
O75594,0.2911068447138572,0.14196238491413726,0.4019021725379221
O75596,0.09765223329760256,0.7957048108943671,1
O75608,-0.1240981895294747,0.7977815227796603,1
O75636,0.4058248764655147,0.010514040951055731,0.051622217456412975
O75663,0.14436899360881716,0.8594531941195429,1
O75688,0.04356346164843046,0.9947016608532397,1
O75695,-0.35231933147857003,0.06080124906250512,0.20913834070474485
O75718,-0.01629957765917984,0.9904578087839477,1
O75746,0.0011187445339665182,0.99995699398381,1
O75752,-0.20752747346345926,0.5661025516837145,1
O75787,0.6603949022659861,7.108499818349201e-9,1.3863227785273583e-7
O75791,-0.24978567792703624,0.1274347647790843,0.3728778567471741
O75821,-4.155394452458057e-4,0.9999999540484275,1
O75822,0.10175013384039955,0.9358924088961899,1
O75832,-0.36641649774589596,0.2761376489480417,0.6386349487253938
O75843,0.3824322283449701,0.5666104128615526,1
O75844,-0.06990251764232855,0.9826980821985108,1
O75874,0.004435703062179,0.999999999980794,1
O75880,-0.12999986577132516,0.7234006804978239,1
O75882,-0.020644322447392147,0.9999779034923282,1
O75915,-0.8384363163803983,1.2600888674376708e-4,0.0011146735487692308
O75923,0.2803561252081588,0.012569203984653844,0.05928309595911537
O75935,-0.16816465799989996,0.7348314649209401,1
O75937,-0.08644550679832595,0.953643188162149,1
O75947,-0.5695456999393986,1.486854900286988e-4,0.001298829707688196
O75954,-0.48856165099432125,0.26988238256357105,0.6290254753135373
O75955,-0.2530853154122022,0.03215895115469048,0.12793404382506374
O75964,-0.6203071254008551,0.020339921856310457,0.08822711726933775
O75995,0.3299356043463638,0.045983619986886194,0.16780619547868914
O76003,-0.0964849297465126,0.9503156743864793,1
O76061,0.05212769165350514,0.9287507714144756,1
O76071,-0.043921205884340495,0.9966983804384419,1
O76074,-0.40776489117247783,4.525624099991658e-6,5.484376257591047e-5
O76076,0.053483731488223524,0.9750868746007717,1
O76094,0.19963205808325077,0.42541020425759424,0.8518361921929765
O94769,0.20617116620811599,0.23192474493010307,0.5660421743259151
O94804,-0.22956797370870677,0.2239932647701947,0.554429609906391
O94826,-0.19606638718813682,0.3701258359312034,0.7736478714155214
O94855,0.24432644079343036,0.21175615097650544,0.5324909675021575
O94874,-0.11951941402251404,0.8256110694151364,1
O94886,-0.5018636665291205,0.0034822033451301563,0.02039228858398149
O94888,0.16937857803203726,0.5613410812369155,1
O94905,0.038783945308979294,0.9947817958139706,1
O94915,-0.09963923109897863,0.9932528271845944,1
O94919,-0.31786642424996814,0.02047678855428493,0.08869749422326106
O94923,-0.07558096788969904,0.9540934540456609,1
O94925,-0.010982980113745417,0.9999999999980855,1
O94929,-0.18294530348740703,0.3782965589931531,0.7862421324486804
O94973,-0.017561050508481276,0.9999900162188149,1
O94979,0.0741044581373119,0.9725851346287775,1
O94985,-0.1819605814489392,0.45818396368560455,0.8956481863560559
O94992,-0.24148528203340686,0.30880887625908165,0.6858756262097024
O95081,0.37137898422594995,0.09634808617071139,0.3010099431197824
O95140,0.11031356351962045,0.9797145499869182,1
O95154,0.07867307838732392,0.9476816354370994,1
O95159,-0.16342530825108934,0.5387533703614658,0.9817439730228709
O95168,-0.5328756436212698,0.14789370136696164,0.41507248315372836
O95169,-0.05884614171185137,0.9420307717892572,1
O95197,-0.2805528738832021,0.26372239056487046,0.620854444587336
O95202,0.11114001618214436,0.964170317127734,1
O95219,0.07242000067845704,0.9336369642968164,1
O95260,-0.03580132875544742,0.9990548286543846,1
O95273,-0.003956655910965015,0.9987100641788522,1
O95292,-0.477833219549783,0.013917021064569775,0.06462244664866121
O95298,0.1777049150018724,0.4515727991682651,0.887690926822567
O95299,-0.1720773145765117,0.5791929130512001,1
O95319,0.11419409835701826,0.7667238328783885,1
O95336,-0.3452395908067809,0.020347155354030432,0.08822711726933775
O95340,0.1421160523431121,0.636525519786534,1
O95352,-0.25078062464660517,0.3995632991017,0.8177308906548747
O95372,-0.18765879237372543,0.24231042848912443,0.5822852042276478
O95373,-0.09926544016773609,0.9847765064722178,1
O95376,0.11088309829129239,0.8626135211769629,1
O95379,4.0287178418810243e-4,0.998821663546386,1
O95393,0.0682818150544959,0.9591878742695986,1
O95394,0.3028848587671367,0.3126349630659654,0.6910270954852888
O95427,0.17988530013303927,0.4927123471219089,0.933548518518827
O95428,0.18978733684094676,0.49951293031036936,0.9396802229511367
O95433,-0.07845549359778639,0.9501694855825931,1
O95445,0.4111353220645025,0.014439084092598767,0.06667740044082228
O95466,0.24696706180251082,0.21759438680984816,0.5427562545471109
O95497,0.1270104059696625,0.7375902601122658,1
O95562,-0.187350642883468,0.9157357610317007,1
O95563,0.19057811558329935,0.5497573600046037,0.9931653580375271
O95571,-0.016817296798375705,0.99999706425782,1
O95573,0.020980027697802106,0.9999962017736179,1
O95630,-0.22950603209499915,0.292510576370042,0.6646790595711785
O95631,0.12871141853379922,0.8959456022292149,1
O95633,0.4296941504147958,0.019757785639973574,0.08623618319842268
O95644,-0.2038302749952639,0.3510484363496031,0.7449927982772816
O95671,-0.3147647243122898,0.039071336501174475,0.14893283086311326
O95674,-0.736006644493324,7.5690779040453234e-6,8.88995620494735e-5
O95685,0.028440055005252988,0.9863448315316043,1
O95721,-0.1909964991646984,0.49240945178654916,0.933548518518827
O95747,-0.2858461216215564,0.10628683022790156,0.3243527504698626
O95749,0.19927397791514553,0.4308966137688379,0.8583133023908491
O95757,0.16316885221931854,0.45593957292096265,0.892926029545818
O95758,0.15377409836618805,0.5866991800650198,1
O95782,-0.3778790892128524,9.382328567427102e-6,1.0790364277025606e-4
O95793,0.7699775550878647,0.0013833004678830462,0.009325046401661756
O95810,-0.3704423210930396,0.006543082965987023,0.0349938097913056
O95816,-0.03904466074533493,0.9846460736977025,1
O95819,-0.11298541741951815,0.9181381856853847,1
O95822,-0.013630882170997442,0.9988392084754939,1
O95825,-0.07573309207403002,0.9419123556076555,1
O95831,-0.3456072607213402,0.004577227476953932,0.025589753081157112
O95834,0.09981149893061726,0.8847691286686774,1
O95858,0.018055266094473596,0.9983238708341724,1
O95865,-0.47117726373480684,0.03754882684019452,0.14470793285012465
O95866,-0.5753783026814027,5.806358380322044e-5,5.471024873862996e-4
O95868,-0.04208061966170627,0.9822754615082934,1
O95870,-0.38723697628177933,6.300278503104747e-4,0.004755692276836245
O95873,-0.20180664644475252,0.385427172068027,0.7974158015296492
O95881,0.3588577995748886,0.05080646036752338,0.18208319902310022
O95954,0.2909210680794355,0.24458754495037416,0.5856970736590056
O95965,0.6201452998289713,1.2705507756850557e-5,1.4206451739859834e-4
O95967,0.5397604477136051,9.082966383726336e-8,1.5113046844033542e-6
O95980,0.02601031744595733,0.995407660387791,1
O95989,-0.2896631374904492,0.07887427549351861,0.2556367667425987
O96000,-0.3856234776004445,0.018039183626871833,0.07978723306695527
O96008,-0.17932387457952564,0.5046935628092153,0.9451244003647447
O96009,0.24995266650930598,0.3105900247581027,0.6876213209965818
O96011,-0.13280233330326616,0.6649933737591738,1
P00167,0.4580619880277706,7.859444853331246e-4,0.005751248214662812
P00325,0.2989667672866124,0.0617915556538993,0.2115036676382039
P00338,-0.7046115937197027,1.4246331922634834e-11,4.420952319731549e-10
P00352,0.018319687943595092,0.999905050226745,1
P00367,-0.11112403118985575,0.936591058706584,1
P00387,-0.6719543866472281,2.186758432976134e-9,4.726328922406665e-8
P00390,-0.4779141782248556,4.872741438672496e-5,4.7404651629591135e-4
P00395,-0.11833722390093204,0.6034243891738993,1
P00403,-0.7961375205677168,0.0024935641644979116,0.01546047480594803
P00441,-0.7408167242583439,1.825204516495192e-4,0.0015586726145955885
P00450,0.6212725339499068,4.632798538832546e-25,6.070413835414021e-23
P00451,0.37069627479186146,7.234087431147248e-7,1.0178700872080675e-5
P00488,-0.587383125352559,3.791556305907612e-12,1.3138839331132744e-10
P00491,-0.8128622033789819,2.0651013909638126e-13,8.489186404226731e-12
P00492,-0.23591036599317897,0.25125552500337084,0.5985877365563261
P00505,-0.300488044173337,0.029496316165296865,0.1189212054625863
P00558,-0.571279069810347,2.1193210565139774e-6,2.7092418262082644e-5
P00568,0.007758907739641033,0.9999983400349253,1
P00734,0.1847890401717979,0.6485026732881343,1
P00736,0.25859264848272445,0.0014253501065942082,0.009501578691493665
P00738,0.4499592029998644,1.2602580193551084e-7,2.04025555025327e-6
P00739,-0.19775127378303872,0.6090882857655935,1
P00740,0.2325288062105094,0.07521588297011873,0.24696961416891766
P00742,-0.12275869244969528,0.9255328628371263,1
P00746,0.19663705958774882,0.4461522389442314,0.8800060196709122
P00747,0.30566605133306,1.1320914979859342e-6,1.5362005343220135e-5
P00748,0.0866525598707498,0.9955078813533509,1
P00750,0.26605578862132756,0.1567933885470783,0.43289634999458515
P00751,0.5600211458573711,1.498964432959556e-16,9.24287921676385e-15
P00761,0.6222286112186404,4.713184210580097e-5,4.6173788305986795e-4
P00846,-0.2906454755718531,0.6372961741772207,1
P00915,0.008312511424063466,0.9999996696520917,1
P00918,-0.4239737076068064,4.3344195573463056e-4,0.003429098340368502
P00966,0.5396564801190739,6.256618918294038e-4,0.004735379625344207
P01008,0.046603817161468594,0.9998690622472974,1
P01009,0.7512638063735964,2.367996346986099e-17,1.6828828276123243e-15
P01011,0.7239725904585576,4.9255467487507445e-17,3.2782250027796624e-15
P01019,0.23923247549146542,0.17071624810778274,0.4594436638741547
P01023,0.40735350876011434,2.1918621361819963e-17,1.5845651615536396e-15
P01024,0.4706695518749028,5.953494401032601e-27,8.91535786554632e-25
P01031,0.7749929826363069,2.3430797161889364e-46,1.2280666562475262e-43
P01033,0.06312778199208735,0.9615341873785596,1
P01034,0.4150583709221166,0.02882805392210477,0.11656319199169267
P01042,-0.022681324098475206,0.9999999961851639,1
P01111,-0.39458899529311897,0.022771189937189584,0.09619335838293198
P01116,-0.23852364771892964,0.18923782488207042,0.4913152939507871
P01127,0.245461774814968,0.6942195217631683,1
P01130,0.10343580983239878,0.8565300745559248,1
P01133,-0.13837307262336124,0.6788937671864723,1
P01137,-0.25600973527975834,0.038309418223519603,0.146695333891523
P01266,-0.015845624506965934,0.9985332638611957,1
P01275,0.13547411364319198,0.6182504870427785,1
P01303,-0.3137695826961054,0.19065563035267463,0.4937733527293173
P01344,0.6997859365787529,0.004990343947817484,0.02764136350488601
P01350,0.8328444186140717,6.519425403636389e-4,0.004898915899184118
P01591,0.037347779448886356,0.9946366772977897,1
P01597;P04432,0.5863305481732319,0.033266980241737625,0.13146884840113654
P01619,0.6897528949071876,0.014709150085798515,0.06770084117426253
P01624,0.3156645792537033,0.47983020734861265,0.9229027795471252
P01700,0.3984814822189605,0.18519131682385315,0.4826023563967783
P01701,1.028303990607411,0.0019223478273832867,0.012438895741077347
P01703,0.9394703064741994,4.892779462795437e-4,0.0038132758898701243
P01706,0.40224244228533806,0.6214710120192097,1
P01714,0.7431129015118981,8.096045032395444e-4,0.00590377683840593
P01715,0.46842529835276364,0.05898771409532022,0.20407218250963505
P01717,0.6627612632302674,0.0022829759645596505,0.014394764239697164
P01742,0.9884399083785713,2.0945563755782814e-4,0.0017706602586289785
P01764,0.49008993456602656,0.05673507057570122,0.19807672849618252
P01766,0.2544249732656296,0.4762198041211265,0.920179556995338
P01768;P0DP03,0.6518888157521421,0.00804292520408303,0.041583212553292406
P01780,0.21466987666794185,0.9751076627379326,1
P01782;P0DP04,0.6600147802582436,0.0033380984329384397,0.019685860378777606
P01814,-0.12519243573059435,0.9409905659329781,1
P01817,-0.2454512468874461,0.5843236050824745,1
P01833,0.9197144497361365,3.0836095689603727e-21,3.3152756211925237e-19
P01834,0.20600343471607535,0.5215967979096799,0.9634605170199506
P01859,0.0981004686890044,0.9131802323203602,1
P01860,0.1339909690255367,0.8158002513520954,1
P01861,0.37390386941495557,0.04315252213801112,0.16012258878290322
P01871,-0.10989066497778165,0.8960736169950907,1
P01876,0.48104407155085555,9.138213411872063e-4,0.006516416468704008
P01880,-0.41628847304814515,0.053781033611290247,0.1894990537244874
P01889,0.34113376247946153,0.0019645182357814193,0.012653187346592152
P01893,-0.2537342478720959,0.3465092873853043,0.738269025409848
P01903,0.16444936913720265,0.5390629004815782,0.9818701606631116
P01909,-0.6715030705690914,0.9543729827817443,1
P02042,0.01756789333150272,0.9896376041524095,1
P02452,0.0395647209079412,0.971048966326184,1
P02533,0.2106465870058702,0.7132548395934611,1
P02545,0.519522234911442,1.4611384446476416e-6,1.944937618542083e-5
P02549,0.20165437294966054,0.3413136108972687,0.7294230226769867
P02585,0.2714054766731565,0.2758087378732508,0.6382262902331901
P02647,0.2936320938990571,0.0010885954876203776,0.007582194152146583
P02649,0.30088280022668756,0.011850891641797713,0.05653104511269375
P02652,0.056256102145835755,0.9843297670887301,1
P02654,0.6007778040638224,9.001142161735129e-4,0.00644057834200604
P02655,0.5484003746140262,1.2172675277692392e-4,0.0010813565135458518
P02656,0.13901134649574923,0.7589619345591712,1
P02671,0.6067103799391504,3.3113207820077266e-39,1.1570306699131999e-36
P02675,0.5200180522830073,1.004692296094387e-14,4.842154939682488e-13
P02679,0.5317362332909523,6.537049173745124e-18,5.374479840296726e-16
P02686,-0.13790667693245023,0.6198163960136615,1
P02730,-0.012903234652161215,0.9999999302193958,1
P02741,2.18467995768552,2.709549100153165e-38,8.11509955495873e-36
P02743,0.49724371194741324,1.2882972887151057e-4,0.0011372274803331448
P02745,0.4407911893535766,0.03941542252110343,0.14997174830398063
P02746,0.44741452050249403,0.0024339877273627155,0.015209702743415598
P02747,0.44133748607196055,0.011647416623585167,0.05568713557889692
P02748,0.9149614402548016,1.7385843316915807e-25,2.3515755170267088e-23
P02749,-0.45599632469483736,3.851132968845929e-5,3.872374229825175e-4
P02750,1.1455433588128694,1.5848892482878215e-15,8.519795664193379e-14
P02751,0.1268536485040438,0.991776979509343,1
P02753,0.02122274200138471,0.999898887198145,1
P02760,0.2903022456915138,0.050098731618577745,0.1801577887450227
P02763,0.9347690231809596,1.849252366333665e-9,4.0384974854359675e-8
P02765,-0.45740924382122994,5.787217041289892e-4,0.004428065885789876
P02766,-0.471632328315747,0.0010207050695502373,0.00716963505752598
P02768,-0.16734786576854235,0.3169695246746425,0.696568771992021
P02774,0.1891363079709555,0.3309685995521049,0.7185365630948561
P02775,-0.006176379491575686,0.9999923620297839,1
P02776,-0.08835765616996728,0.9798553542429329,1
P02778,0.7539854862518679,0.004355016470445208,0.02444522631937986
P02786,0.4877442453327263,4.140689844825403e-9,8.428112873472289e-8
P02787,-0.5864757894519902,1.157338548636365e-22,1.2770317195874415e-20
P02788,0.5259238781435394,4.964341116328547e-9,9.865157488514501e-8
P02790,0.40835096834045764,9.886682743110642e-7,1.354734011171991e-5
P02792,0.63666364170411,0.017604354516644573,0.0781111730034822
P02794,0.3354360682606615,0.014474261703674527,0.06671628399312823
P02810,-0.04121768291973522,0.9479309288088696,1
P02818,0.37258873703720535,0.3869824657108713,0.7989253957290415
P03891,0.0389908176762413,0.9490456545000336,1
P03905,-0.33939887550406467,0.12855761468224147,0.37563907899835436
P03915,0.1466484306714159,0.9691878035755455,1
P03950,0.25204040954393847,0.1400921427622913,0.39770951528223175
P03951,0.43539429435557064,1.7489823981348904e-6,2.277479253223477e-5
P03952,0.025356654921874392,0.9999992301584466,1
P03956,0.622750776688337,1.3024290989363549e-9,2.9048325594894338e-8
P03973,0.5592882256398238,0.002477094503995793,0.015454275528841125
P04003,0.13887476696963494,0.5741326695520028,1
P04004,0.24038779689625908,0.005809408533064741,0.03147138240199026
P04040,-0.47790394333055736,3.625648437005017e-10,8.89025958851581e-9
P04062,0.26860568002778645,0.16943592860233145,0.45629084690403066
P04066,0.09949157236309564,0.9062764736645577,1
P04070,-0.10033069758187746,0.9838173615944326,1
P04075,-0.7022343172875847,9.172199077319343e-17,5.916773958646155e-15
P04080,0.08386693279589287,0.8218783131681466,1
P04083,0.16701998218917674,0.4867620756582015,0.9298375322254392
P04114,0.38999443195039263,7.202540196858579e-36,1.8875156903392514e-33
P04156,0.11790378021963044,0.6528781990830318,1
P04179,-0.6529011366320981,1.766462529492105e-4,0.0015136828793528303
P04180,0.14995668391055908,0.5944121182981563,1
P04196,0.10635633971252346,0.9495263765725198,1
P04217,0.16723815584737073,0.33273417020963686,0.7195156625127105
P04233,0.26711731776850933,0.15713528373283056,0.43289634999458515
P04259,0.27329133122988025,0.12914822849477783,0.37657755360125417
P04264,0.7517303726150735,1.7678018187600022e-10,4.5755512506547465e-9
P04271,-0.00886104689378199,0.997586966414495,1
P04275,0.2221318812864091,0.05369404518692847,0.18935166650024482
P04278,0.6547449441268433,9.89924170365938e-10,2.2558435034480318e-8
P04406,-0.21711757221733688,0.21334457040777358,0.5340619604297281
P04424,0.1596966164194185,0.6679126178900887,1
P04430,0.2937049701092098,0.3164099625717602,0.6957037090002047
P04433,0.048301798394234756,0.9580494623819091,1
P04439,-0.2846045716337614,0.2256012055749911,0.5564387382211398
P04632,0.32067964181633535,0.027517887446186065,0.11210558558518743
P04792,-0.4075629171167844,0.002767238630119039,0.01676738667064903
P04839,0.28233311712017994,0.10408405188093556,0.3199641372062874
P04843,-0.5314644401953028,1.580799768813364e-7,2.5012428040129945e-6
P04844,-0.3842212443465659,8.632318807102882e-4,0.006208458449087888
P04899,-0.6643254507767477,3.825685979768378e-12,1.3148443699318694e-10
P04920,-0.17086727258260728,0.37781626653444733,0.7861953377562966
P05019,0.6544265886804771,3.712219582236737e-5,3.7506835441731656e-4
P05023,-0.2617437943639019,0.0013976195075382323,0.009361371557680204
P05060,0.6203246132494594,1.5596346368509564e-15,8.504847286664682e-14
P05062,0.4233677352399823,0.16618133084243528,0.4492574598467641
P05067,0.11776995260821932,0.9314036423315053,1
P05090,0.37935610843291956,0.04478898048961004,0.1645428696104702
P05091,0.45398276582943003,0.04088272492475529,0.15387905350942455
P05106,-1.0649093403012013,1.2849032488177914e-31,2.835578590680526e-29
P05107,0.2762884726570429,0.04458672511619423,0.16413708376839545
P05109,1.50274951981101,5.391341680883691e-10,1.2699941386486133e-8
P05114,0.6218789282076447,0.09433997938032335,0.2952824207227761
P05121,0.42037714357876044,4.5242669531617076e-4,0.003545841370954587
P05141,-0.38937604660739067,0.00398455769331262,0.022730952936135803
P05154,-0.19511521210290486,0.7022714342237619,1
P05155,0.01625464400725123,0.9999999998187086,1
P05156,0.38229058557952006,1.9467328517525993e-5,2.0770103937401143e-4
P05160,-0.09341717502475821,0.9645934277565507,1
P05164,0.5748664790184412,3.419989105700831e-10,8.485215574084961e-9
P05165,0.2191738898870965,0.1631909632829764,0.4442867448934014
P05166,0.04787647134814038,0.9972267129980965,1
P05198,-0.19332698961223305,0.33156561338870066,0.7185365630948561
P05204,0.5573929354671341,0.15002113173380907,0.4190796837840516
P05362,-0.25875998394012806,0.3089957209420768,0.6858756262097024
